 3.836, 3.214,580.808,-10.978,-0.917, 0.167
 3.801, 3.384,580.091,-10.983,-1.047, 0.206
 3.950, 3.345,580.460,-10.917,-0.980, 0.214
 4.042, 2.867,579.387,-11.112,-1.047, 0.199
 3.985, 2.901,579.727,-11.173,-1.111, 0.160
 3.720, 2.752,580.104,-11.234,-1.048, 0.148
 3.986, 3.015,579.348,-11.239,-1.177, 0.149
 4.135, 2.976,580.425,-11.296,-1.111, 0.138
 4.211, 2.729,579.334,-11.363,-1.048, 0.167
 4.052, 2.796,580.059,-11.487,-1.175, 0.189
 3.980, 2.712,580.404,-11.423,-1.242, 0.208
 4.402, 3.394,579.671,-11.176,-1.370, 0.224
 4.423, 3.423,581.076,-11.169,-1.371, 0.227
 4.486, 3.450,580.051,-11.110,-1.304, 0.097
 4.269, 3.346,579.360,-10.988,-1.303, 0.183
 4.200, 3.148,580.095,-10.984,-1.300, 0.168
 4.523, 3.221,578.666,-10.992,-1.433, 0.129
 4.449, 3.070,579.069,-10.927,-1.366, 0.170
 4.527, 3.161,578.681,-10.865,-1.302, 0.213
 4.373, 2.922,579.045,-10.926,-1.239, 0.147
 4.146, 2.558,580.774,-11.106,-1.174, 0.069
 4.270, 2.316,580.415,-11.044,-1.111, 0.109
 4.002, 2.821,581.149,-11.040,-0.981, 0.178
 4.116, 2.946,579.740,-10.920,-0.851, 0.158
 3.987, 2.855,579.112,-10.797,-0.850, 0.147
 3.917, 2.919,579.779,-10.920,-0.851, 0.168
 3.934, 2.920,579.428,-10.732,-0.783, 0.103
 3.579, 2.941,580.506,-10.664,-0.720, 0.122
 3.710, 2.866,579.469,-10.731,-0.657, 0.134
 3.547, 2.952,579.851,-10.666,-0.590, 0.139
 3.674, 3.196,580.875,-10.471,-0.524, 0.096
 3.837, 3.055,579.161,-10.416,-0.459, 0.092
 3.673, 3.031,579.850,-10.414,-0.589, 0.126
 3.745, 2.955,579.843,-10.414,-0.589, 0.145
 3.830, 3.275,580.185,-10.223,-0.526, 0.076
 3.933, 3.431,580.932,-9.843,-0.524, 0.170
 4.140, 3.525,579.205,-9.537,-0.586, 0.112
 3.994, 3.733,579.930,-9.408,-0.586, 0.073
 4.031, 3.829,579.565,-9.347,-0.649, 0.080
 4.251, 4.026,579.935,-9.283,-0.715, 0.113
 4.377, 4.057,580.641,-9.154,-0.715, 0.103
 4.406, 3.950,579.552,-9.222,-0.778, 0.175
 4.422, 3.714,580.624,-9.281,-0.845, 0.159
 4.503, 3.425,579.544,-9.349,-0.908, 0.184
 4.510, 3.501,579.896,-9.411,-0.972, 0.122
 4.345, 3.452,580.607,-9.408,-0.975, 0.168
 4.612, 3.503,579.199,-9.289,-1.104, 0.214
 4.703, 3.184,579.220,-9.289,-1.104, 0.128
 4.633, 3.270,578.191,-9.231,-1.037, 0.148
 4.842, 3.209,578.859,-9.229,-1.167, 0.193
 4.621, 3.695,580.291,-9.095,-1.037, 0.106
 4.744, 3.617,579.233,-9.038,-1.103, 0.149
 4.673, 3.322,581.041,-8.840,-1.040, 0.114
 4.697, 3.419,579.972,-8.782,-0.973, 0.147
 4.693, 3.849,579.610,-8.721,-1.036, 0.088
 4.541, 4.216,580.024,-8.530,-0.972, 0.091
 4.582, 4.446,579.300,-8.408,-0.971, 0.089
 4.545, 4.209,579.720,-8.217,-0.908, 0.111
 4.406, 3.952,578.964,-8.471,-0.778, 0.060
 4.287, 3.833,579.360,-8.532,-0.842, 0.080
 4.512, 3.866,580.726,-8.526,-0.843, 0.030
 4.684, 3.769,579.986,-8.528,-0.713, 0.119
 4.629, 3.609,580.348,-8.464,-0.779, 0.111
 4.599, 3.591,580.009,-8.402,-0.715, 0.131
 4.479, 3.769,579.668,-8.342,-0.778, 0.115
 4.615, 3.805,579.690,-8.342,-0.778, 0.187
 4.605, 3.855,579.323,-8.280,-0.715, 0.164
 4.611, 3.792,580.063,-8.276,-0.585, 0.085
 4.639, 3.848,579.295,-8.405,-0.585, 0.110
 4.341, 3.604,580.015,-8.400,-0.456, 0.085
 4.454, 3.566,580.739,-8.396,-0.326, 0.088
 4.418, 3.628,579.305,-8.403,-0.326, 0.153
 4.192, 3.470,580.746,-8.394,-0.067, 0.149
 4.361, 4.001,579.687,-8.210,-0.003, 0.110
 4.323, 3.858,579.365,-8.148, 0.061, 0.144
 4.236, 3.659,580.419,-8.205, 0.127, 0.129
 3.947, 3.696,579.359,-8.147, 0.194, 0.056
 4.144, 3.830,579.711,-8.083, 0.128, 0.068
 4.411, 3.744,579.034,-7.961, 0.002, 0.068
 4.287, 3.619,578.010,-7.777, 0.066, 0.106
 4.097, 4.052,579.069,-7.834, 0.132, 0.078
 4.291, 4.020,578.044,-7.650, 0.196, 0.076
 4.167, 3.995,579.793,-7.831, 0.128, 0.085
 4.152, 4.139,579.787,-7.830, 0.261, 0.068
 4.277, 3.880,580.128,-7.891, 0.324, 0.119
 4.200, 4.075,581.169,-7.947, 0.517, 0.109
 3.696, 4.038,579.757,-8.078, 0.646, 0.142
 3.649, 3.731,580.843,-8.135, 0.839, 0.121
 3.430, 3.705,580.101,-8.389, 0.968, 0.118
 3.341, 3.442,579.755,-8.453, 1.034, 0.265
 3.482, 3.382,580.453,-8.575, 1.034, 0.250
 3.580, 3.394,578.997,-8.706, 1.163, 0.170
 3.460, 3.568,580.428,-8.700, 1.163, 0.149
 3.668, 3.688,580.042,-8.638, 1.227, 0.110
 3.590, 3.752,580.099,-8.513, 1.097, 0.149
 3.580, 3.752,580.461,-8.448, 1.164, 0.058
 3.741, 3.304,578.668,-8.520, 1.098, 0.152
 3.795, 3.300,580.776,-8.511, 0.967, 0.104
 3.897, 3.423,580.420,-8.450, 1.031, 0.081
 3.891, 3.263,580.055,-8.516, 0.838, 0.019
 4.083, 3.483,581.115,-8.447, 0.901, 0.061
 4.167, 3.683,579.353,-8.268, 0.836, 0.061
 4.047, 3.995,580.497,-7.948, 0.773, 0.000
 4.073, 4.470,580.461,-7.948, 0.773, 0.033
 4.483, 4.520,580.089,-7.762, 0.708, 0.079
 4.557, 4.169,581.480,-7.757, 0.574, 0.108
 4.417, 4.171,581.457,-7.882, 0.577, 0.111
 4.462, 4.261,581.146,-7.821, 0.641, 0.045
 4.520, 4.607,579.455,-7.642, 0.449, 0.103
 4.350, 4.837,578.071,-7.397, 0.450, 0.097
 4.322, 4.841,579.464,-7.516, 0.446, 0.137
 4.556, 4.375,578.696,-7.645, 0.446, 0.145
 4.377, 4.458,581.146,-7.823, 0.381, 0.081
 4.412, 4.109,580.425,-8.078, 0.384, 0.070
 4.073, 3.871,580.071,-8.267, 0.447, 0.076
 4.254, 3.941,580.776,-8.390, 0.446, 0.085
 4.333, 3.853,579.333,-8.397, 0.446, 0.078
 4.335, 3.575,580.401,-8.580, 0.509, 0.106
 4.366, 3.650,579.308,-8.773, 0.575, 0.172
 4.381, 3.554,579.330,-8.773, 0.575, 0.144
 4.279, 3.568,580.406,-8.831, 0.634, 0.209
 4.287, 3.820,579.320,-9.024, 0.701, 0.233
 4.128, 3.588,580.004,-9.146, 0.700, 0.191
 4.249, 3.364,579.967,-9.398, 0.699, 0.158
 4.349, 3.182,579.242,-9.527, 0.699, 0.195
 3.964, 3.284,579.605,-9.588, 0.762, 0.274
 4.138, 3.371,579.232,-9.652, 0.828, 0.186
 4.132, 3.367,579.625,-9.461, 0.892, 0.273
 3.877, 3.196,578.893,-9.590, 0.892, 0.117
 3.774, 3.129,579.259,-9.652, 0.828, 0.143
 3.861, 2.910,580.299,-9.709, 0.894, 0.175
 4.148, 3.059,579.219,-9.777, 0.957, 0.144
 3.868, 3.163,579.963,-9.647, 0.958, 0.165
 4.026, 3.037,579.240,-9.651, 0.955, 0.111
 4.103, 3.241,579.607,-9.586, 1.021, 0.103
 4.096, 3.577,580.988,-9.706, 0.891, 0.134
 3.970, 3.393,579.241,-9.651, 0.955, 0.082
 3.987, 3.118,578.903,-9.716, 0.894, 0.059
 3.960, 3.092,578.200,-9.719, 0.892, 0.101
 4.008, 3.010,577.155,-9.788, 0.828, 0.090
 4.031, 2.963,578.904,-9.969, 0.761, 0.071
 4.007, 2.917,578.511,-10.159, 0.697, 0.122
 4.143, 2.785,579.910,-10.153, 0.696, 0.108
 4.115, 2.889,580.259,-10.088, 0.763, 0.048
 4.030, 3.083,579.887,-10.153, 0.696, 0.059
 3.898, 3.077,579.940,-10.153, 0.696, 0.091
 4.049, 3.356,578.848,-10.096, 0.631, 0.086
 4.208, 3.199,579.901,-10.153, 0.696, 0.083
 4.172, 3.243,579.186,-10.282, 0.696, 0.060
 4.199, 3.279,578.834,-10.347, 0.630, 0.063
 4.047, 3.165,579.188,-10.409, 0.566, 0.008
 4.083, 3.091,578.099,-10.476, 0.630, 0.038
 4.110, 3.213,578.809,-10.474, 0.500, 0.067
 4.177, 3.144,579.477,-10.597, 0.499, 0.069
 4.265, 2.812,579.457,-10.722, 0.502, 0.035
 4.248, 2.751,580.852,-10.715, 0.628, 0.042
 4.161, 2.716,580.146,-10.719, 0.498, 0.148
 4.044, 2.884,580.173,-10.719, 0.498, 0.089
 3.973, 2.874,579.495,-10.597, 0.499, 0.091
 3.961, 2.851,578.085,-10.728, 0.629, 0.162
 3.921, 2.743,579.843,-10.783, 0.565, 0.160
 3.928, 2.899,578.778,-10.726, 0.499, 0.228
 3.858, 2.950,579.861,-10.783, 0.565, 0.124
 4.009, 2.931,581.219,-10.776, 0.564, 0.155
 3.866, 2.985,581.237,-10.776, 0.564, 0.048
 3.853, 3.180,581.260,-10.525, 0.565, 0.166
 3.873, 3.450,579.154,-10.409, 0.566, 0.119
 4.017, 3.398,577.815,-10.164, 0.567, 0.128
 4.059, 3.412,577.796,-10.164, 0.567, 0.142
 3.856, 3.319,577.832,-10.039, 0.438, 0.126
 4.052, 3.134,579.925,-9.903, 0.438, 0.167
 4.294, 3.255,579.530,-9.842, 0.502, 0.138
 3.992, 3.584,580.989,-9.709, 0.505, 0.086
 3.907, 3.978,580.305,-9.586, 0.505, 0.037
 3.867, 4.385,578.570,-9.281, 0.444, 0.043
 4.035, 4.084,581.004,-9.333, 0.376, 0.131
 4.023, 3.724,579.243,-9.403, 0.443, 0.078
 3.882, 3.372,579.968,-9.401, 0.313, 0.026
 3.715, 3.832,579.273,-9.277, 0.446, 0.092
 3.894, 3.703,578.921,-9.342, 0.380,-0.047
 3.891, 3.642,579.612,-9.340, 0.250, 0.029
 3.825, 3.909,578.226,-9.347, 0.250, 0.098
 3.903, 4.073,579.616,-9.215, 0.121, 0.048
 3.926, 4.158,579.252,-9.154, 0.058, 0.066
 4.101, 3.996,578.248,-9.097,-0.008, 0.037
 4.105, 3.791,579.950,-9.277, 0.057, 0.151
 4.081, 3.732,578.876,-9.347,-0.139, 0.130
 4.073, 4.075,580.323,-9.215,-0.269, 0.079
 4.167, 3.871,579.908,-9.406,-0.333, 0.133
 4.257, 3.908,579.217,-9.410,-0.462, 0.162
 4.578, 3.837,579.930,-9.408,-0.592, 0.197
 4.575, 3.676,578.819,-9.603,-0.659, 0.294
 4.606, 3.651,580.611,-9.658,-0.723, 0.231
 4.725, 3.516,580.185,-9.724,-0.916, 0.243
 5.058, 3.802,579.483,-9.603,-1.175, 0.214
 5.425, 3.984,579.847,-9.540,-1.368, 0.248
 5.426, 4.084,577.734,-9.424,-1.367, 0.246
 5.380, 3.737,578.800,-9.483,-1.434, 0.188
 5.308, 3.652,578.824,-9.483,-1.434, 0.244
 5.135, 3.362,578.090,-9.612,-1.434, 0.190
 5.325, 3.200,580.904,-9.599,-1.435, 0.197
 5.208, 3.592,579.807,-9.665,-1.238, 0.192
 5.030, 3.593,579.850,-9.539,-1.241, 0.133
 4.748, 3.985,579.191,-9.415,-0.981, 0.207
 4.853, 3.774,578.813,-9.479,-0.915, 0.184
 4.567, 3.845,579.902,-9.535,-0.722, 0.218
 4.526, 3.566,579.215,-9.664,-0.722, 0.114
 4.324, 3.692,579.908,-9.660,-0.593, 0.143
 4.172, 3.448,579.558,-9.723,-0.400, 0.139
 4.215, 3.338,578.503,-9.791,-0.463, 0.076
 4.223, 3.346,579.560,-9.848,-0.271, 0.096
 4.152, 3.512,578.469,-9.915,-0.207, 0.120
 4.028, 3.461,579.555,-9.972,-0.141, 0.054
 3.969, 3.531,579.877,-10.159,-0.076, 0.094
 4.011, 3.612,579.194,-10.036,-0.075, 0.086
 3.933, 3.526,580.599,-10.156,-0.079, 0.040
 3.999, 3.524,578.794,-10.226,-0.012, 0.140
 4.032, 3.579,579.869,-10.159,-0.076, 0.086
 4.032, 3.473,579.545,-10.224,-0.142, 0.054
 4.032, 3.549,579.146,-10.162,-0.079, 0.079
 4.142, 3.254,580.516,-10.283,-0.209, 0.130
 4.255, 3.260,579.446,-10.224,-0.142, 0.163
 4.333, 3.026,580.162,-10.346,-0.143, 0.052
 4.343, 3.320,579.126,-10.289,-0.209, 0.074
 4.244, 3.218,577.760,-10.296,-0.208, 0.149
 4.253, 2.821,579.524,-10.225,-0.275, 0.124
 4.371, 3.362,577.724,-10.171,-0.338, 0.115
 4.525, 3.333,578.440,-10.041,-0.211, 0.211
 4.393, 3.211,578.444,-10.041,-0.211, 0.174
 4.274, 2.864,579.162,-10.038,-0.208, 0.091
 4.160, 2.846,580.895,-10.092,-0.145, 0.225
 4.434, 2.891,579.825,-10.160,-0.209, 0.167
 4.521, 3.103,579.844,-10.033,-0.078, 0.146
 4.390, 3.407,579.497,-9.972,-0.015, 0.147
 4.451, 3.563,578.797,-9.849,-0.014, 0.133
 4.375, 3.830,580.216,-9.717,-0.017, 0.135
 4.236, 3.987,579.161,-9.658, 0.050, 0.092
 4.190, 3.898,579.590,-9.593, 0.116, 0.097
 4.356, 3.805,579.196,-9.531, 0.180, 0.134
 4.275, 3.634,578.490,-9.660, 0.180, 0.165
 4.228, 3.612,580.238,-9.715, 0.242, 0.110
 4.253, 3.766,578.832,-9.721, 0.243, 0.090
 4.252, 3.635,579.521,-9.717, 0.372, 0.056
 4.095, 3.583,579.872,-9.778, 0.435, 0.121
 3.950, 3.805,579.206,-9.781, 0.439, 0.121
 3.936, 3.935,579.901,-9.778, 0.435, 0.062
 3.950, 3.910,578.842,-9.719, 0.502, 0.047
 3.871, 3.719,579.223,-9.780, 0.565, 0.122
 3.748, 3.690,579.877,-9.903, 0.565, 0.118
 4.058, 3.548,579.850,-10.027, 0.694, 0.101
 3.984, 3.536,580.592,-10.023, 0.823, 0.096
 4.136, 3.622,579.802,-10.152, 0.823, 0.112
 3.970, 3.916,580.581,-9.897, 0.821, 0.044
 3.981, 4.076,580.248,-9.710, 0.888, 0.060
 3.953, 3.857,579.182,-9.778, 0.825, 0.108
 3.703, 3.774,579.602,-9.840, 0.761, 0.154
 4.133, 3.841,578.149,-9.845, 0.888, 0.038
 4.156, 3.545,578.842,-9.843, 0.758, 0.127
 3.925, 3.296,578.843,-9.969, 0.761, 0.098
 3.870, 3.066,578.833,-10.093, 0.890, 0.116
 3.805, 3.139,580.556,-10.274, 0.822, 0.128
 4.010, 3.081,580.169,-10.339, 0.762, 0.137
 4.087, 3.211,579.856,-10.278, 0.826, 0.111
 4.076, 3.698,579.163,-10.281, 0.823, 0.033
 3.923, 3.374,579.148,-10.282, 0.696, 0.122
 4.160, 3.253,579.510,-10.344, 0.633, 0.043
 4.121, 3.121,579.116,-10.409, 0.566, 0.097
 4.155, 3.264,580.161,-10.341, 0.503, 0.128
 4.036, 3.111,579.472,-10.470, 0.502, 0.139
 4.126, 3.232,578.435,-10.413, 0.437, 0.109
 4.104, 3.059,579.802,-10.532, 0.439, 0.088
 4.227, 2.969,578.734,-10.600, 0.376, 0.106
 4.216, 3.261,579.434,-10.473, 0.243, 0.130
 4.370, 3.350,579.412,-10.473, 0.243, 0.172
 4.217, 3.286,578.386,-10.541, 0.180, 0.190
 4.301, 3.073,579.792,-10.534, 0.179, 0.140
 4.414, 2.959,579.082,-10.539, 0.050, 0.136
 4.281, 3.160,579.412,-10.600, 0.113, 0.138
 4.413, 3.194,579.433,-10.600, 0.113, 0.117
 4.375, 3.090,578.723,-10.477, 0.114, 0.141
 4.409, 3.067,580.125,-10.596, 0.110, 0.129
 4.434, 3.277,579.734,-10.534, 0.179, 0.172
 4.544, 3.249,580.126,-10.470, 0.113, 0.078
 4.515, 3.515,580.119,-10.344, 0.243, 0.126
 4.475, 3.467,579.440,-10.348, 0.114, 0.135
 4.447, 3.321,580.859,-10.341, 0.113, 0.131
 4.405, 3.172,578.393,-10.415, 0.177, 0.212
 4.621, 3.195,578.743,-10.477, 0.114, 0.164
 4.586, 3.160,578.725,-10.477, 0.114, 0.163
 4.471, 3.321,578.037,-10.479, 0.243, 0.194
 4.616, 3.020,579.444,-10.473, 0.243, 0.253
 4.605, 2.878,578.721,-10.602, 0.243, 0.180
 4.558, 2.640,579.426,-10.597, 0.372, 0.125
 4.489, 2.756,580.119,-10.719, 0.504, 0.219
 4.635, 2.838,579.407,-10.597, 0.372, 0.180
 4.569, 3.317,579.830,-10.405, 0.569, 0.107
 4.671, 3.667,578.404,-10.412, 0.569, 0.171
 4.453, 3.136,579.118,-10.283, 0.570, 0.193
 4.508, 3.037,579.475,-10.469, 0.635, 0.091
 4.538, 2.971,578.741,-10.473, 0.632, 0.082
 4.325, 2.951,579.852,-10.530, 0.698, 0.165
 4.652, 2.834,579.083,-10.534, 0.695, 0.110
 4.618, 2.979,579.462,-10.468, 0.762, 0.103
 4.403, 2.737,579.850,-10.530, 0.698, 0.122
 4.556, 2.793,579.113,-10.407, 0.699, 0.072
 4.460, 3.096,580.196,-10.339, 0.762, 0.019
 4.251, 3.321,578.777,-10.219, 0.893,-0.038
 4.241, 3.415,578.834,-10.094, 0.763, 0.026
 4.447, 3.340,579.867,-10.026, 0.827, 0.012
 4.409, 3.557,578.820,-9.967, 0.894, 0.047
 4.289, 3.663,580.229,-9.961, 0.893, 0.010
 4.233, 3.480,579.505,-9.837, 1.020, 0.036
 4.223, 3.611,578.872,-9.715, 1.021, 0.152
 4.244, 3.429,579.186,-9.777, 0.957, 0.155
 4.166, 3.292,579.191,-9.777, 0.957, 0.218
 4.321, 3.578,580.623,-9.643, 1.087, 0.194
 4.094, 3.574,578.856,-9.588, 1.151, 0.130
 4.014, 3.621,578.917,-9.462, 1.155, 0.167
 3.900, 3.653,580.308,-9.454, 1.281, 0.206
 4.322, 3.959,578.533,-9.275, 1.216, 0.261
 4.148, 4.027,579.621,-9.207, 1.152, 0.306
 4.133, 3.944,577.896,-9.152, 1.216, 0.226
 4.327, 3.635,577.882,-9.152, 1.216, 0.174
 4.165, 3.426,578.583,-9.275, 1.216, 0.296
 4.529, 3.187,577.856,-9.404, 1.216, 0.179
 4.536, 2.795,579.936,-9.521, 1.082, 0.280
 4.632, 3.088,579.548,-9.460, 1.019, 0.285
 4.491, 3.341,580.285,-9.331, 1.019, 0.246
 4.577, 3.346,579.569,-9.334, 1.022, 0.225
 4.509, 3.272,578.199,-9.341, 1.023, 0.247
 4.513, 3.265,579.976,-9.143, 1.086, 0.166
 4.458, 3.316,579.257,-9.146, 1.216, 0.119
 4.521, 3.251,578.930,-9.085, 1.153, 0.096
 4.603, 3.249,579.636,-9.080, 1.282, 0.117
 4.514, 3.316,578.606,-9.022, 1.349, 0.045
 4.453, 3.651,580.365,-8.824, 1.413, 0.069
 4.586, 3.751,578.951,-8.704, 1.543, 0.024
 4.666, 3.671,579.364,-8.513, 1.607, 0.021
 4.339, 3.873,579.393,-8.262, 1.608,-0.030
 4.354, 4.099,579.388,-8.136, 1.605,-0.051
 4.378, 4.126,580.115,-8.007, 1.606,-0.049
 4.502, 4.139,578.720,-7.887, 1.736,-0.080
 4.378, 4.161,578.720,-7.887, 1.736,-0.055
 4.329, 4.335,579.458,-7.883, 1.739, 0.037
 4.132, 3.954,578.732,-7.887, 1.736, 0.005
 4.258, 4.092,580.138,-7.880, 1.736,-0.027
 4.343, 4.049,579.061,-7.948, 1.799,-0.004
 4.426, 4.067,579.430,-8.009, 1.736, 0.003
 4.516, 3.999,580.436,-8.193, 1.798, 0.014
 4.514, 4.090,579.048,-8.199, 1.798, 0.145
 4.440, 4.086,580.795,-8.253, 1.861, 0.102
 4.330, 4.187,579.717,-8.319, 2.057, 0.180
 4.133, 4.146,579.737,-8.319, 2.057, 0.220
 4.120, 3.837,580.086,-8.380, 2.120, 0.212
 3.970, 3.890,578.314,-8.451, 2.187, 0.217
 3.825, 3.803,579.076,-8.573, 2.313, 0.126
 3.927, 3.352,577.671,-8.578, 2.446, 0.157
 3.794, 3.243,578.320,-8.826, 2.442, 0.134
 4.018, 2.957,579.368,-9.008, 2.637, 0.215
 4.087, 2.611,579.319,-9.133, 2.766, 0.183
 4.162, 2.680,580.719,-9.126, 2.766, 0.214
 4.029, 3.061,579.317,-9.006, 2.897, 0.175
 3.885, 3.051,578.990,-8.945, 2.834, 0.177
 3.834, 3.687,579.388,-8.755, 2.897, 0.246
 3.623, 3.495,578.699,-8.757, 3.027, 0.213
 3.681, 3.581,579.754,-8.814, 3.093, 0.234
 3.676, 3.304,578.706,-8.755, 3.160, 0.144
 3.709, 3.525,579.374,-8.752, 3.157, 0.136
 3.828, 3.416,579.416,-8.752, 3.157, 0.115
 3.614, 3.427,578.706,-8.630, 3.158, 0.042
 3.687, 3.604,579.456,-8.501, 3.158, 0.073
 3.729, 3.563,579.029,-8.565, 3.224, 0.092
 3.679, 3.496,579.771,-8.562, 3.094, 0.025
 3.712, 3.644,580.118,-8.499, 3.028, 0.032
 3.711, 3.727,578.708,-8.505, 3.028, 0.076
