 0.562,-0.760
 0.568,-0.777
 0.573,-0.770
 0.592,-0.788
 0.597,-0.793
 0.616,-0.800
 0.628,-0.800
 0.640,-0.812
 0.646,-0.818
 0.651,-0.811
 0.670,-0.819
 0.669,-0.829
 0.669,-0.829
 0.682,-0.819
 0.675,-0.812
 0.700,-0.813
 0.699,-0.801
 0.717,-0.795
 0.723,-0.790
 0.734,-0.753
 0.753,-0.749
 0.765,-0.726
 0.770,-0.708
 0.783,-0.697
 0.782,-0.685
 0.789,-0.680
 0.789,-0.668
 0.789,-0.668
 0.783,-0.663
 0.788,-0.656
 0.789,-0.657
 0.789,-0.668
 0.776,-0.668
 0.784,-0.675
 0.782,-0.685
 0.783,-0.686
 0.770,-0.696
 0.776,-0.702
 0.765,-0.715
 0.752,-0.725
 0.747,-0.732
 0.753,-0.738
 0.741,-0.738
 0.735,-0.743
 0.728,-0.748
 0.724,-0.756
 0.712,-0.767
 0.706,-0.773
 0.706,-0.773
 0.705,-0.772
 0.694,-0.772
 0.699,-0.765
 0.693,-0.771
 0.681,-0.771
 0.681,-0.759
 0.676,-0.766
 0.664,-0.754
 0.658,-0.749
 0.664,-0.743
 0.663,-0.742
 0.664,-0.754
 0.657,-0.748
 0.658,-0.760
 0.646,-0.749
 0.639,-0.753
 0.646,-0.749
 0.646,-0.748
 0.646,-0.760
 0.646,-0.760
 0.639,-0.753
 0.646,-0.749
 0.651,-0.742
 0.651,-0.742
 0.652,-0.767
 0.658,-0.771
 0.664,-0.789
 0.657,-0.793
 0.652,-0.811
 0.671,-0.820
 0.677,-0.826
 0.677,-0.838
 0.689,-0.848
 0.688,-0.859
 0.700,-0.871
 0.693,-0.874
 0.694,-0.888
 0.694,-0.875
 0.688,-0.870
 0.682,-0.864
 0.670,-0.863
 0.670,-0.853
 0.658,-0.841
 0.664,-0.824
 0.665,-0.814
 0.658,-0.794
 0.670,-0.772
 0.670,-0.749
 0.670,-0.736
 0.676,-0.719
 0.670,-0.713
 0.670,-0.702
 0.688,-0.696
 0.694,-0.691
 0.688,-0.685
 0.699,-0.685
 0.694,-0.679
 0.693,-0.679
 0.699,-0.683
 0.693,-0.678
 0.699,-0.672
 0.701,-0.652
 0.706,-0.645
 0.719,-0.634
 0.718,-0.634
 0.735,-0.615
 0.729,-0.598
 0.740,-0.574
 0.740,-0.574
 0.734,-0.557
 0.740,-0.539
 0.741,-0.529
 0.746,-0.522
 0.741,-0.517
 0.753,-0.518
 0.752,-0.517
 0.747,-0.500
 0.759,-0.500
 0.752,-0.505
 0.753,-0.506
 0.758,-0.511
 0.765,-0.530
 0.764,-0.529
 0.758,-0.557
 0.764,-0.552
 0.764,-0.563
 0.771,-0.558
 0.782,-0.569
 0.777,-0.576
 0.777,-0.599
 0.764,-0.620
 0.759,-0.616
 0.771,-0.628
 0.760,-0.641
 0.760,-0.652
 0.759,-0.650
 0.753,-0.646
 0.753,-0.656
 0.746,-0.650
 0.741,-0.645
 0.734,-0.649
 0.723,-0.639
 0.728,-0.645
 0.729,-0.645
 0.729,-0.657
 0.728,-0.656
 0.717,-0.679
 0.716,-0.690
 0.711,-0.697
 0.711,-0.720
 0.710,-0.719
 0.711,-0.720
 0.716,-0.714
 0.711,-0.731
 0.717,-0.738
 0.722,-0.754
 0.717,-0.772
 0.711,-0.778
 0.718,-0.797
 0.718,-0.808
 0.712,-0.825
 0.730,-0.832
 0.729,-0.830
 0.729,-0.841
 0.741,-0.842
 0.742,-0.831
 0.749,-0.827
 0.754,-0.808
 0.748,-0.804
 0.748,-0.803
 0.740,-0.783
 0.735,-0.766
 0.735,-0.754
 0.741,-0.737
 0.729,-0.714
 0.723,-0.697
 0.712,-0.710
 0.723,-0.697
 0.717,-0.703
 0.718,-0.714
 0.728,-0.713
 0.718,-0.714
 0.723,-0.720
 0.718,-0.727
 0.736,-0.744
 0.735,-0.766
 0.736,-0.779
 0.747,-0.812
 0.753,-0.830
 0.759,-0.848
 0.765,-0.865
 0.767,-0.879
 0.754,-0.901
 0.760,-0.930
 0.765,-0.946
 0.772,-0.976
 0.768,-0.985
 0.767,-0.995
 0.773,-1.013
 0.772,-1.011
 0.772,-1.022
 0.773,-1.023
 0.766,-1.004
 0.772,-0.999
 0.767,-0.994
 0.760,-0.987
 0.749,-0.977
 0.748,-0.976
 0.749,-0.965
 0.749,-0.964
 0.749,-0.964
 0.762,-0.966
 0.761,-0.964
 0.761,-0.964
 0.761,-0.964
 0.773,-0.953
 0.761,-0.954
 0.767,-0.935
 0.755,-0.923
 0.760,-0.917
 0.748,-0.894
 0.743,-0.890
 0.749,-0.871
 0.737,-0.849
 0.731,-0.842
 0.724,-0.812
 0.725,-0.803
 0.725,-0.790
 0.731,-0.774
 0.731,-0.762
 0.742,-0.761
 0.743,-0.762
 0.736,-0.766
 0.724,-0.766
 0.736,-0.766
 0.730,-0.772
 0.748,-0.767
 0.754,-0.760
 0.754,-0.773
 0.754,-0.761
 0.766,-0.761
 0.767,-0.762
 0.766,-0.761
 0.772,-0.756
 0.772,-0.744
 0.771,-0.743
 0.766,-0.739
 0.766,-0.738
 0.772,-0.745
 0.778,-0.727
 0.795,-0.709
 0.795,-0.698
 0.794,-0.673
 0.795,-0.662
 0.794,-0.650
 0.788,-0.633
 0.796,-0.606
 0.801,-0.588
 0.808,-0.584
 0.813,-0.577
 0.825,-0.576
 0.813,-0.576
 0.829,-0.557
 0.824,-0.564
 0.836,-0.553
 0.830,-0.535
 0.831,-0.524
 0.842,-0.512
 0.837,-0.518
 0.842,-0.501
 0.848,-0.506
 0.855,-0.501
 0.854,-0.489
 0.861,-0.496
 0.866,-0.501
 0.866,-0.501
 0.867,-0.513
 0.866,-0.512
 0.872,-0.519
 0.884,-0.518
 0.878,-0.524
 0.873,-0.508
 0.872,-0.506
 0.867,-0.513
 0.867,-0.513
