-0.252,-1.177
-0.241,-1.184
-0.231,-1.195
-0.241,-1.205
-0.251,-1.229
-0.251,-1.253
-0.261,-1.262
-0.261,-1.283
-0.262,-1.266
-0.280,-1.281
-0.281,-1.323
-0.281,-1.338
-0.270,-1.366
-0.251,-1.385
-0.250,-1.402
-0.222,-1.417
-0.221,-1.432
-0.221,-1.453
-0.211,-1.483
-0.172,-1.481
-0.163,-1.475
-0.163,-1.475
-0.172,-1.503
-0.163,-1.494
-0.162,-1.509
-0.153,-1.522
-0.162,-1.530
-0.152,-1.558
-0.162,-1.552
-0.142,-1.567
-0.153,-1.560
-0.153,-1.560
-0.152,-1.577
-0.152,-1.598
-0.152,-1.594
-0.152,-1.618
-0.142,-1.605
-0.152,-1.596
-0.153,-1.582
-0.152,-1.558
-0.143,-1.554
-0.153,-1.522
-0.143,-1.512
-0.133,-1.503
-0.152,-1.480
-0.153,-1.463
-0.172,-1.443
-0.162,-1.433
-0.182,-1.435
-0.192,-1.384
-0.192,-1.367
-0.202,-1.339
-0.202,-1.339
-0.222,-1.323
-0.222,-1.320
-0.212,-1.292
-0.212,-1.275
-0.202,-1.262
-0.202,-1.264
-0.212,-1.271
-0.212,-1.254
-0.222,-1.245
-0.232,-1.273
-0.212,-1.275
-0.221,-1.280
-0.251,-1.309
-0.241,-1.320
-0.251,-1.326
-0.260,-1.318
-0.260,-1.297
-0.271,-1.292
-0.291,-1.274
-0.280,-1.283
-0.291,-1.295
-0.291,-1.291
-0.310,-1.272
-0.291,-1.272
-0.281,-1.241
-0.291,-1.236
-0.291,-1.194
-0.291,-1.215
-0.301,-1.206
-0.311,-1.232
-0.311,-1.234
-0.310,-1.213
-0.320,-1.225
-0.310,-1.215
-0.330,-1.211
-0.340,-1.206
-0.329,-1.213
-0.340,-1.206
-0.341,-1.187
-0.350,-1.195
-0.341,-1.187
-0.339,-1.164
-0.331,-1.138
-0.340,-1.129
-0.340,-1.088
-0.321,-1.072
-0.310,-1.041
-0.321,-1.034
-0.321,-1.034
-0.340,-1.011
-0.351,-0.987
-0.351,-0.966
-0.361,-0.978
-0.391,-0.969
-0.390,-0.966
-0.391,-0.948
-0.389,-0.886
-0.380,-0.878
-0.371,-0.870
-0.380,-0.839
-0.361,-0.823
-0.351,-0.793
-0.351,-0.775
-0.352,-0.795
-0.361,-0.803
-0.362,-0.806
-0.371,-0.813
-0.371,-0.813
-0.371,-0.813
-0.361,-0.782
-0.362,-0.785
-0.361,-0.765
-0.361,-0.765
-0.352,-0.757
-0.361,-0.744
-0.351,-0.737
-0.361,-0.746
-0.352,-0.776
-0.362,-0.806
-0.341,-0.822
-0.342,-0.863
-0.351,-0.870
-0.361,-0.900
-0.351,-0.928
-0.350,-0.963
-0.370,-0.985
-0.370,-1.002
-0.381,-1.033
-0.362,-1.056
-0.361,-1.091
-0.351,-1.122
-0.341,-1.148
-0.330,-1.194
-0.330,-1.215
-0.330,-1.194
-0.340,-1.227
-0.330,-1.232
-0.320,-1.242
-0.330,-1.234
-0.339,-1.220
-0.350,-1.214
-0.340,-1.185
-0.349,-1.194
-0.360,-1.167
-0.359,-1.145
-0.370,-1.140
-0.390,-1.101
-0.389,-1.099
-0.390,-1.082
-0.389,-1.079
-0.390,-1.082
-0.389,-1.099
-0.389,-1.099
-0.409,-1.101
-0.408,-1.098
-0.429,-1.120
-0.399,-1.129
-0.408,-1.136
-0.418,-1.144
-0.408,-1.153
-0.399,-1.167
-0.399,-1.148
-0.390,-1.158
-0.370,-1.160
-0.359,-1.147
-0.360,-1.148
-0.360,-1.127
-0.359,-1.126
-0.340,-1.110
-0.350,-1.100
-0.360,-1.091
-0.360,-1.091
-0.369,-1.079
-0.370,-1.081
-0.369,-1.060
-0.379,-1.072
-0.379,-1.072
-0.369,-1.098
-0.370,-1.101
-0.379,-1.089
-0.379,-1.110
-0.370,-1.101
-0.379,-1.108
-0.370,-1.119
-0.379,-1.126
-0.389,-1.155
-0.389,-1.138
-0.398,-1.146
-0.390,-1.141
-0.389,-1.117
-0.399,-1.127
-0.399,-1.127
-0.389,-1.117
-0.409,-1.101
-0.389,-1.099
-0.390,-1.082
-0.390,-1.082
-0.379,-1.108
-0.380,-1.129
-0.369,-1.134
-0.379,-1.146
-0.370,-1.140
-0.369,-1.174
-0.360,-1.207
-0.359,-1.204
-0.349,-1.232
-0.350,-1.214
-0.340,-1.223
-0.350,-1.233
-0.339,-1.240
-0.359,-1.242
-0.330,-1.234
-0.310,-1.232
-0.321,-1.246
-0.310,-1.232
-0.311,-1.234
-0.281,-1.225
-0.280,-1.222
-0.281,-1.226
-0.280,-1.222
-0.291,-1.232
-0.281,-1.225
-0.291,-1.232
-0.291,-1.236
-0.291,-1.236
-0.311,-1.255
-0.281,-1.246
-0.280,-1.260
-0.300,-1.262
-0.290,-1.251
-0.281,-1.243
-0.281,-1.246
-0.291,-1.232
-0.281,-1.246
-0.271,-1.215
-0.261,-1.224
-0.251,-1.217
-0.261,-1.224
-0.281,-1.226
-0.291,-1.215
-0.291,-1.215
-0.291,-1.198
-0.280,-1.184
-0.291,-1.198
-0.291,-1.177
-0.291,-1.194
-0.311,-1.178
-0.330,-1.155
-0.321,-1.168
-0.331,-1.138
-0.321,-1.147
-0.321,-1.147
-0.320,-1.105
-0.322,-1.112
-0.341,-1.093
-0.341,-1.093
-0.342,-1.075
-0.341,-1.072
-0.351,-1.082
-0.350,-1.081
-0.359,-1.086
-0.341,-1.089
-0.350,-1.098
-0.350,-1.081
-0.331,-1.100
-0.350,-1.098
-0.341,-1.089
-0.320,-1.069
-0.341,-1.053
-0.311,-1.063
-0.311,-1.043
-0.302,-1.017
-0.301,-0.994
-0.292,-1.006
-0.302,-0.997
-0.311,-1.024
-0.301,-1.015
-0.301,-1.032
-0.301,-1.053
-0.321,-1.072
-0.340,-1.109
-0.340,-1.129
-0.330,-1.136
-0.340,-1.168
-0.350,-1.174
-0.359,-1.183
-0.350,-1.216
-0.340,-1.244
-0.341,-1.248
-0.360,-1.267
-0.360,-1.301
-0.369,-1.329
-0.388,-1.323
