-0.462,-2.410
-0.462,-2.413
-0.461,-2.403
-0.450,-2.397
-0.450,-2.397
-0.461,-2.388
-0.462,-2.369
-0.439,-2.366
-0.463,-2.347
-0.451,-2.334
-0.461,-2.340
-0.451,-2.331
-0.461,-2.315
-0.451,-2.334
-0.439,-2.300
-0.428,-2.287
-0.417,-2.259
-0.416,-2.253
-0.405,-2.265
-0.394,-2.256
-0.383,-2.266
-0.383,-2.269
-0.371,-2.253
-0.349,-2.282
-0.349,-2.301
-0.348,-2.319
-0.338,-2.313
-0.337,-2.307
-0.326,-2.345
-0.337,-2.332
-0.326,-2.367
-0.315,-2.380
-0.325,-2.404
-0.326,-2.429
-0.325,-2.433
-0.325,-2.451
-0.304,-2.484
-0.337,-2.489
-0.326,-2.528
-0.314,-2.512
-0.325,-2.539
-0.326,-2.543
-0.313,-2.523
-0.326,-2.543
-0.325,-2.521
-0.337,-2.508
-0.326,-2.502
-0.336,-2.482
-0.325,-2.477
-0.337,-2.464
-0.325,-2.477
-0.337,-2.467
-0.347,-2.473
-0.348,-2.455
-0.360,-2.467
-0.359,-2.464
-0.360,-2.467
-0.359,-2.460
-0.371,-2.476
-0.371,-2.476
-0.381,-2.485
-0.382,-2.467
-0.381,-2.460
-0.394,-2.480
-0.393,-2.454
-0.415,-2.450
-0.393,-2.454
-0.415,-2.450
-0.416,-2.458
-0.416,-2.458
-0.427,-2.441
-0.439,-2.435
-0.426,-2.415
-0.438,-2.428
-0.427,-2.441
-0.426,-2.416
-0.450,-2.401
-0.461,-2.406
-0.439,-2.410
-0.450,-2.397
-0.448,-2.387
-0.449,-2.394
-0.460,-2.381
-0.450,-2.356
-0.450,-2.356
-0.462,-2.325
-0.451,-2.319
-0.462,-2.300
-0.450,-2.312
-0.449,-2.306
-0.460,-2.311
-0.438,-2.296
-0.450,-2.287
-0.440,-2.284
-0.440,-2.259
-0.428,-2.246
-0.428,-2.247
-0.427,-2.221
-0.428,-2.203
-0.417,-2.193
-0.427,-2.177
-0.440,-2.171
-0.439,-2.146
-0.439,-2.149
-0.428,-2.133
-0.450,-2.155
-0.439,-2.149
-0.450,-2.130
-0.450,-2.155
-0.440,-2.171
-0.450,-2.155
-0.440,-2.171
-0.451,-2.177
-0.439,-2.190
-0.451,-2.202
-0.450,-2.196
-0.451,-2.202
-0.439,-2.208
-0.439,-2.234
-0.428,-2.224
-0.439,-2.234
-0.440,-2.240
-0.450,-2.243
-0.450,-2.268
-0.439,-2.278
-0.438,-2.296
-0.439,-2.303
-0.427,-2.284
-0.427,-2.309
-0.450,-2.312
-0.439,-2.322
-0.451,-2.319
-0.440,-2.328
-0.440,-2.329
-0.428,-2.335
-0.415,-2.337
-0.404,-2.375
-0.414,-2.359
-0.416,-2.363
-0.427,-2.379
-0.427,-2.379
-0.405,-2.382
-0.405,-2.401
-0.393,-2.410
-0.405,-2.401
-0.393,-2.429
-0.393,-2.414
-0.393,-2.410
-0.416,-2.432
-0.382,-2.423
-0.393,-2.429
-0.381,-2.442
-0.393,-2.429
-0.393,-2.432
-0.405,-2.445
-0.381,-2.442
-0.382,-2.467
-0.392,-2.451
-0.404,-2.463
-0.405,-2.445
-0.392,-2.451
-0.405,-2.445
-0.415,-2.454
-0.415,-2.454
-0.416,-2.436
-0.427,-2.441
-0.427,-2.423
-0.404,-2.419
-0.427,-2.423
-0.417,-2.414
-0.415,-2.406
-0.415,-2.407
-0.426,-2.416
-0.438,-2.432
-0.417,-2.414
-0.427,-2.423
-0.440,-2.421
-0.451,-2.426
-0.439,-2.435
-0.450,-2.445
-0.449,-2.437
-0.437,-2.450
-0.437,-2.450
-0.460,-2.472
-0.461,-2.479
-0.460,-2.472
-0.461,-2.502
-0.472,-2.532
-0.472,-2.532
-0.472,-2.558
-0.482,-2.538
-0.484,-2.545
-0.494,-2.576
-0.494,-2.598
-0.494,-2.598
-0.493,-2.591
-0.505,-2.608
-0.505,-2.604
-0.505,-2.604
-0.517,-2.620
-0.515,-2.613
-0.517,-2.646
-0.494,-2.643
-0.505,-2.652
-0.505,-2.677
-0.493,-2.679
-0.516,-2.683
-0.505,-2.673
-0.527,-2.673
-0.505,-2.677
-0.504,-2.670
-0.527,-2.674
-0.516,-2.682
-0.516,-2.682
-0.517,-2.686
-0.526,-2.662
-0.527,-2.692
-0.517,-2.664
-0.539,-2.642
-0.529,-2.681
-0.517,-2.664
-0.518,-2.672
-0.517,-2.664
-0.527,-2.673
-0.527,-2.673
-0.515,-2.675
-0.539,-2.660
-0.527,-2.647
-0.516,-2.638
-0.527,-2.629
-0.515,-2.631
-0.527,-2.629
-0.517,-2.620
-0.527,-2.629
-0.528,-2.611
-0.527,-2.603
-0.528,-2.611
-0.516,-2.598
-0.517,-2.620
-0.539,-2.598
-0.527,-2.581
-0.540,-2.554
-0.539,-2.572
-0.516,-2.551
-0.529,-2.545
-0.550,-2.515
-0.562,-2.532
-0.528,-2.519
-0.540,-2.506
-0.540,-2.510
-0.538,-2.503
-0.529,-2.501
-0.517,-2.488
-0.517,-2.484
-0.517,-2.488
-0.528,-2.493
-0.529,-2.501
-0.517,-2.488
-0.528,-2.494
-0.494,-2.510
-0.516,-2.503
-0.517,-2.529
-0.517,-2.529
-0.528,-2.519
-0.506,-2.527
-0.506,-2.541
-0.506,-2.567
-0.506,-2.567
-0.505,-2.585
-0.506,-2.567
-0.493,-2.591
-0.493,-2.591
-0.482,-2.582
-0.494,-2.595
-0.484,-2.571
-0.483,-2.563
-0.483,-2.589
-0.483,-2.607
-0.460,-2.604
-0.472,-2.602
-0.460,-2.604
-0.461,-2.612
-0.461,-2.612
-0.471,-2.595
-0.471,-2.621
-0.470,-2.613
-0.471,-2.639
-0.460,-2.630
-0.470,-2.613
-0.461,-2.612
-0.448,-2.617
-0.460,-2.634
-0.449,-2.643
-0.459,-2.648
-0.449,-2.643
-0.448,-2.635
